,T_amb,t_des=1,t_des=12,t_des=24
26663,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26664,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26665,3.0,324.63245078285223,332.7869700361002,349.7335354914284
26666,3.0,324.63245078285223,332.7869700361002,349.7335354914284
26667,3.2,323.07909958609093,331.247854721185,348.2205958172741
26668,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26669,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26670,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26671,4.8,310.6473246404617,318.90149024647627,336.03874738011325
26672,5.8,302.8749570594645,311.1574127291049,328.3571593043028
26673,6.2,299.76592303102217,308.05442893939323,325.2705485212585
26674,7.0,293.54826144536383,301.84002948125215,319.07421160486416
26675,7.4,290.4398354440962,298.72888459378476,315.96479444602494
26676,6.2,299.76592303102217,308.05442893939323,325.2705485212585
26677,5.5,305.2067386958146,313.4826950375681,330.66693994669305
26678,5.1,308.31570688576966,316.58035517497746,333.7396066082468
26679,4.7,311.42449943101224,319.674788554367,336.8040984113053
26680,4.9,309.87013367202127,318.1279838368315,335.27288230480775
26681,5.0,309.09292858462186,317.35427143920936,334.5065012132914
26682,4.9,309.87013367202127,318.1279838368315,335.27288230480775
26683,4.6,312.20165707241915,320.44787665382745,337.56892641007323
26684,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26685,3.5,320.7487605013386,328.9373674334341,345.9470331718614
26686,1.9,333.1722761155063,341.2340753191184,358.0142690698939
26687,3.1,323.85579697024735,332.01753621854374,348.977344023474
26688,3.3,322.302359826072,330.47793135586676,347.46329302071786
26689,3.1,323.85579697024735,332.01753621854374,348.977344023474
26690,2.6,327.7385948734233,335.8622370393186,352.7526934603677
26691,2.0,332.39621406371356,340.467460648597,357.2643471832305
26692,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26693,3.2,323.07909958609093,331.247854721185,348.2205958172741
26694,2.7,326.96213285226844,335.0937967762931,351.99875110023606
26695,1.5,336.2758687582791,344.297821111185,361.0081050044063
26696,1.3,337.82724802696595,345.828036961324,362.5014828048445
26697,1.3,337.82724802696595,345.828036961324,362.5014828048445
26698,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26699,1.4,337.05159456182275,345.0630688692103,361.7550907347
26700,1.5,336.2758687582791,344.297821111185,361.0081050044063
26701,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26702,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26703,1.0,340.153757357842,348.12124599046086,364.73707592630205
26704,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26705,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26706,0.9,340.9291044256441,348.8850747450955,365.4810722863366
26707,0.7,342.4795576793246,350.41185987883364,366.9672504670071
26708,0.9,340.9291044256441,348.8850747450955,365.4810722863366
26709,1.5,336.2758687582791,344.297821111185,361.0081050044063
26710,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26711,1.3,337.82724802696595,345.828036961324,362.5014828048445
26712,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26713,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26714,1.3,337.82724802696595,345.828036961324,362.5014828048445
26715,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26716,1.6,335.50007231197173,343.532295789349,360.26052471804115
26717,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26718,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26719,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26720,2.8,326.1856203846566,334.3251041166208,351.2442431320236
26721,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26722,4.8,310.6473246404617,318.90149024647627,336.03874738011325
26723,5.9,302.0976946979698,310.38194191424304,327.5862409829024
26724,6.6,296.65699077044263,304.94858939068865,322.1761821512955
26725,7.1,292.77112260065803,301.0624803122953,318.2975493202186
26726,7.6,288.8857674130756,297.172385084022,314.40734882643557
26727,7.8,287.331812610762,295.61529008350516,312.84809546128895
26728,7.8,287.331812610762,295.61529008350516,312.84809546128895
26729,8.0,285.7779834471057,294.0576164961759,311.2870594412696
26730,7.8,287.331812610762,295.61529008350516,312.84809546128895
26731,7.4,290.4398354440962,298.72888459378476,315.96479444602494
26732,6.4,298.21143783189314,306.5018576714774,323.72432342781303
26733,5.3,306.7612386903704,315.0319237104521,332.20428655838964
26734,4.8,310.6473246404617,318.90149024647627,336.03874738011325
26735,3.9,317.6411287362314,325.8534298679423,342.90795820143916
26736,3.0,324.63245078285223,332.7869700361002,349.7335354914284
26737,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26738,2.8,326.1856203846566,334.3251041166208,351.2442431320236
26739,3.8,318.41808670949695,326.624760199344,343.66854067203747
26740,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26741,3.9,317.6411287362314,325.8534298679423,342.90795820143916
26742,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26743,2.8,326.1856203846566,334.3251041166208,351.2442431320236
26744,2.6,327.7385948734233,335.8622370393186,352.7526934603677
26745,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26746,3.2,323.07909958609093,331.247854721185,348.2205958172741
26747,3.5,320.7487605013386,328.9373674334341,345.9470331718614
26748,3.7,319.1950124165089,327.3958613120566,344.42858217386083
26749,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26750,4.3,314.5330072074816,322.7658585279039,339.8602642601122
26751,3.8,318.41808670949695,326.624760199344,343.66854067203747
26752,2.4,329.291360910523,337.3983519779692,354.2588727440668
26753,1.9,333.1722761155063,341.2340753191184,358.0142690698939
26754,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26755,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26756,1.9,333.1722761155063,341.2340753191184,358.0142690698939
26757,1.9,333.1722761155063,341.2340753191184,358.0142690698939
26758,1.6,335.50007231197173,343.532295789349,360.26052471804115
26759,1.9,333.1722761155063,341.2340753191184,358.0142690698939
26760,2.0,332.39621406371356,340.467460648597,357.2643471832305
26761,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26762,1.4,337.05159456182275,345.0630688692103,361.7550907347
26763,1.3,337.82724802696595,345.828036961324,362.5014828048445
26764,1.4,337.05159456182275,345.0630688692103,361.7550907347
26765,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26766,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26767,1.5,336.2758687582791,344.297821111185,361.0081050044063
26768,1.5,336.2758687582791,344.297821111185,361.0081050044063
26769,1.3,337.82724802696595,345.828036961324,362.5014828048445
26770,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26771,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26772,2.4,329.291360910523,337.3983519779692,354.2588727440668
26773,3.2,323.07909958609093,331.247854721185,348.2205958172741
26774,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26775,3.0,324.63245078285223,332.7869700361002,349.7335354914284
26776,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26777,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26778,1.4,337.05159456182275,345.0630688692103,361.7550907347
26779,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26780,0.6,343.25465718107404,351.1748120792831,367.70942815062267
26781,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26782,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26783,0.9,340.9291044256441,348.8850747450955,365.4810722863366
26784,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26785,1.5,336.2758687582791,344.297821111185,361.0081050044063
26786,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26787,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26788,1.4,337.05159456182275,345.0630688692103,361.7550907347
26789,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26790,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26791,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26792,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26793,1.3,337.82724802696595,345.828036961324,362.5014828048445
26794,1.3,337.82724802696595,345.828036961324,362.5014828048445
26795,1.4,337.05159456182275,345.0630688692103,361.7550907347
26796,1.6,335.50007231197173,343.532295789349,360.26052471804115
26797,1.5,336.2758687582791,344.297821111185,361.0081050044063
26798,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26799,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26800,0.4,344.80459637960183,352.6998253692403,369.19195038752633
26801,-0.5,351.7746937828501,359.5472703600728,375.8326508638982
26802,-1.0,355.6433724496024,363.34033329785103,379.4998835546172
26803,-1.0,355.6433724496024,363.34033329785103,379.4998835546172
26804,-1.4,358.7362760477299,366.3688663048606,382.4221199103499
26805,-2.1,364.1441329566121,371.6557221815162,387.5109365138434
26806,-3.1,371.85815370129626,379.1782960247022,394.72415732033966
26807,-2.5,367.2314418750943,374.669086033301,390.40428433267414
26808,-2.1,364.1441329566121,371.6557221815162,387.5109365138434
26809,-1.6,360.2820092964015,367.8811150969609,383.87934579948137
26810,-1.1,356.4167735725401,364.09796581895245,380.2314109343949
26811,-0.8,354.09623032501946,361.82408201880924,378.0349038007823
26812,-1.0,355.6433724496024,363.34033329785103,379.4998835546172
26813,-1.1,356.4167735725401,364.09796581895245,380.2314109343949
26814,-1.2,357.1900590592018,364.85526686446747,380.9622940708191
26815,-1.5,359.5092040268604,367.1251604082519,383.15105879931684
26816,-1.6,360.2820092964015,367.8811150969609,383.87934579948137
26817,-0.1,348.67784831581935,356.50706339834744,372.88746740276173
26818,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26819,4.9,309.87013367202127,318.1279838368315,335.27288230480775
26820,5.4,305.98399186725703,314.25740537165564,331.43586508041955
26821,5.5,305.2067386958146,313.4826950375681,330.66693994669305
26822,5.0,309.09292858462186,317.35427143920936,334.5065012132914
26823,4.7,311.42449943101224,319.674788554367,336.8040984113053
26824,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26825,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26826,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26827,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26828,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26829,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26830,4.3,314.5330072074816,322.7658585279039,339.8602642601122
26831,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26832,3.8,318.41808670949695,326.624760199344,343.66854067203747
26833,3.5,320.7487605013386,328.9373674334341,345.9470331718614
26834,3.3,322.302359826072,330.47793135586676,347.46329302071786
26835,3.3,322.302359826072,330.47793135586676,347.46329302071786
26836,3.3,322.302359826072,330.47793135586676,347.46329302071786
26837,3.2,323.07909958609093,331.247854721185,348.2205958172741
26838,3.2,323.07909958609093,331.247854721185,348.2205958172741
26839,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26840,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26841,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26842,4.8,310.6473246404617,318.90149024647627,336.03874738011325
26843,5.0,309.09292858462186,317.35427143920936,334.5065012132914
26844,5.6,304.4294807741765,312.70779140509995,329.897512778706
26845,5.6,304.4294807741765,312.70779140509995,329.897512778706
26846,6.1,300.5431759854285,308.83044790334327,326.0429349365513
26847,5.7,303.6522196976722,311.9326965995634,329.1275829444706
26848,5.0,309.09292858462186,317.35427143920936,334.5065012132914
26849,4.7,311.42449943101224,319.674788554367,336.8040984113053
26850,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26851,3.3,322.302359826072,330.47793135586676,347.46329302071786
26852,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26853,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26854,2.8,326.1856203846566,334.3251041166208,351.2442431320236
26855,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26856,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26857,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26858,2.7,326.96213285226844,335.0937967762931,351.99875110023606
26859,3.3,322.302359826072,330.47793135586676,347.46329302071786
26860,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26861,4.0,316.86414014359286,325.081872422286,342.14683702513236
26862,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26863,4.3,314.5330072074816,322.7658585279039,339.8602642601122
26864,5.0,309.09292858462186,317.35427143920936,334.5065012132914
26865,6.5,297.43420874542966,305.72530960078456,322.95048956057485
26866,8.6,281.11737543148075,289.3812968182783,306.59345481408616
26867,10.0,270.24930667365754,278.4527745819028,295.583079256143
26868,11.0,262.4939562257224,270.6345602445729,287.6713136161605
26869,11.7,257.0698769430488,265.157077569979,282.1112545798996
26870,11.7,257.0698769430488,265.157077569979,282.1112545798996
26871,10.4,267.1463027785019,275.32655095795576,292.4229088833707
26872,7.0,293.54826144536383,301.84002948125215,319.07421160486416
26873,5.3,306.7612386903704,315.0319237104521,332.20428655838964
26874,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26875,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26876,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26877,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26878,2.0,332.39621406371356,340.467460648597,357.2643471832305
26879,1.8,333.9482743011442,342.00042079543846,358.76360794502784
26880,1.5,336.2758687582791,344.297821111185,361.0081050044063
26881,1.5,336.2758687582791,344.297821111185,361.0081050044063
26882,0.7,342.4795576793246,350.41185987883364,366.9672504670071
26883,0.7,342.4795576793246,350.41185987883364,366.9672504670071
26884,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26885,1.0,340.153757357842,348.12124599046086,364.73707592630205
26886,1.3,337.82724802696595,345.828036961324,362.5014828048445
26887,1.4,337.05159456182275,345.0630688692103,361.7550907347
26888,2.3,330.0676615804271,338.1660224465339,355.01110505248255
26889,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26890,7.3,291.216908038221,299.5069057540955,316.7428382880265
26891,9.1,277.2347200012705,285.4808286480088,302.6703974338709
26892,10.5,266.37072551828726,274.54476550289104,291.63191055861387
26893,11.1,261.71883618324995,269.8522788333937,286.87809127923475
26894,10.9,263.26915618908635,271.41676387856035,288.46417175485476
26895,9.2,276.45833666262615,284.70037489315996,301.88453566574447
26896,6.5,297.43420874542966,305.72530960078456,322.95048956057485
26897,5.8,302.8749570594645,311.1574127291049,328.3571593043028
26898,5.1,308.31570688576966,316.58035517497746,333.7396066082468
26899,4.7,311.42449943101224,319.674788554367,336.8040984113053
26900,4.3,314.5330072074816,322.7658585279039,339.8602642601122
26901,3.9,317.6411287362314,325.8534298679423,342.90795820143916
26902,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26903,3.2,323.07909958609093,331.247854721185,348.2205958172741
26904,2.8,326.1856203846566,334.3251041166208,351.2442431320236
26905,2.5,328.51500446609595,336.6304228076571,353.50606801707437
26906,2.2,330.8439051163146,338.9334321086484,355.7627631336217
26907,1.4,337.05159456182275,345.0630688692103,361.7550907347
26908,1.3,337.82724802696595,345.828036961324,362.5014828048445
26909,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26910,1.5,336.2758687582791,344.297821111185,361.0081050044063
26911,0.6,343.25465718107404,351.1748120792831,367.70942815062267
26912,1.3,337.82724802696595,345.828036961324,362.5014828048445
26913,2.1,331.62008983798995,339.70057888053066,356.51384431419245
26914,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26915,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26916,5.7,303.6522196976722,311.9326965995634,329.1275829444706
26917,6.6,296.65699077044263,304.94858939068865,322.1761821512955
26918,6.9,294.32541925214525,302.61741708878486,319.85040847021793
26919,6.4,298.21143783189314,306.5018576714774,323.72432342781303
26920,3.3,322.302359826072,330.47793135586676,347.46329302071786
26921,2.0,332.39621406371356,340.467460648597,357.2643471832305
26922,1.6,335.50007231197173,343.532295789349,360.26052471804115
26923,1.2,338.60282745231063,346.59272330241055,363.24727908913934
26924,0.7,342.4795576793246,350.41185987883364,366.9672504670071
26925,0.6,343.25465718107404,351.1748120792831,367.70942815062267
26926,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26927,1.7,334.7242069310567,342.76649498310394,359.51235820720086
26928,0.9,340.9291044256441,348.8850747450955,365.4810722863366
26929,1.1,339.3783311301082,347.3571292190752,363.99247749838355
26930,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26931,0.8,341.70437061569413,349.6486134037877,366.2244644898095
26932,1.0,340.153757357842,348.12124599046086,364.73707592630205
26933,1.0,340.153757357842,348.12124599046086,364.73707592630205
26934,1.5,336.2758687582791,344.297821111185,361.0081050044063
26935,1.4,337.05159456182275,345.0630688692103,361.7550907347
26936,3.0,324.63245078285223,332.7869700361002,349.7335354914284
26937,3.2,323.07909958609093,331.247854721185,348.2205958172741
26938,3.4,321.52557958155364,329.70776822198644,346.7054381511084
26939,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26940,4.6,312.20165707241915,320.44787665382745,337.56892641007323
26941,5.2,307.53847756348836,315.80624099484453,332.9722008204956
26942,5.5,305.2067386958146,313.4826950375681,330.66693994669305
26943,5.2,307.53847756348836,315.80624099484453,332.9722008204956
26944,4.8,310.6473246404617,318.90149024647627,336.03874738011325
26945,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26946,4.0,316.86414014359286,325.081872422286,342.14683702513236
26947,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26948,3.5,320.7487605013386,328.9373674334341,345.9470331718614
26949,3.6,319.97190422835536,328.1667310925986,345.1880804268201
26950,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26951,4.6,312.20165707241915,320.44787665382745,337.56892641007323
26952,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26953,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26954,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26955,4.4,313.75591239378235,321.99341375234474,339.09701164188306
26956,4.1,316.08712256484364,324.3100899739316,341.3851794378632
26957,4.2,315.31007763627633,323.5380846419403,340.6229877185919
26958,4.5,312.97879510952856,321.2207524246245,338.3332314570894
26959,5.2,307.53847756348836,315.80624099484453,332.9722008204956
26960,5.7,303.6522196976722,311.9326965995634,329.1275829444706
26961,6.4,298.21143783189314,306.5018576714774,323.72432342781303
26962,7.1,292.77112260065803,301.0624803122953,318.2975493202186
26963,7.7,288.10877508326655,296.39391096116344,313.6279462163908
26964,8.1,285.00111983935443,293.2785680237249,310.5058791479469
26965,8.6,281.11737543148075,289.3812968182783,306.59345481408616
26966,8.9,278.78763865729024,287.0413826546662,304.2408710315944
26967,8.9,278.78763865729024,287.0413826546662,304.2408710315944
26968,8.8,279.56417131110305,287.82147796435737,305.02548808941015
26969,8.7,280.34075074397185,288.6014502974361,305.80968296536776
26970,8.6,281.11737543148075,289.3812968182783,306.59345481408616
26971,8.5,281.8940438395036,290.16101588678816,307.37680103875545
26972,7.7,288.10877508326655,296.39391096116344,313.6279462163908
26973,7.3,291.216908038221,299.5069057540955,316.7428382880265
26974,6.7,295.87978548296076,304.17169915559344,321.40139617605945
26975,6.5,297.43420874542966,305.72530960078456,322.95048956057485
26976,6.3,298.9886764531191,307.2782314871158,324.4976772185442
26977,6.2,299.76592303102217,308.05442893939323,325.2705485212585
26978,5.9,302.0976946979698,310.38194191424304,327.5862409829024
26979,5.8,302.8749570594645,311.1574127291049,328.3571593043028
26980,5.7,303.6522196976722,311.9326965995634,329.1275829444706
26981,5.5,305.2067386958146,313.4826950375681,330.66693994669305
26982,5.6,304.4294807741765,312.70779140509995,329.897512778706
26983,5.3,306.7612386903704,315.0319237104521,332.20428655838964
26984,5.5,305.2067386958146,313.4826950375681,330.66693994669305
26985,6.6,296.65699077044263,304.94858939068865,322.1761821512955
26986,7.9,286.55488155237856,294.8365245570994,312.06779904001485
26987,8.8,279.56417131110305,287.82147796435737,305.02548808941015
26988,9.5,274.1295105754036,282.35832776705655,299.5244978133249
26989,10.3,267.92195101815264,276.1082466736398,293.2135274920101
26990,10.5,266.37072551828726,274.54476550289104,291.63191055861387
26991,10.1,269.4734544691056,277.67136074485796,294.79361525109226
26992,8.8,279.56417131110305,287.82147796435737,305.02548808941015
26993,7.6,288.8857674130756,297.172385084022,314.40734882643557
26994,7.2,291.99400427382756,300.28477170053725,317.52042406175826
26995,7.1,292.77112260065803,301.0624803122953,318.2975493202186
26996,6.8,295.1025944543605,303.39464101850615,320.62613747478656
26997,7.2,291.99400427382756,300.28477170053725,317.52042406175826
26998,7.1,292.77112260065803,301.0624803122953,318.2975493202186
26999,7.1,292.77112260065803,301.0624803122953,318.2975493202186
27000,7.1,292.77112260065803,301.0624803122953,318.2975493202186
27001,7.0,293.54826144536383,301.84002948125215,319.07421160486416
27002,6.8,295.1025944543605,303.39464101850615,320.62613747478656
27003,6.5,297.43420874542966,305.72530960078456,322.95048956057485
27004,6.4,298.21143783189314,306.5018576714774,323.72432342781303
27005,6.3,298.9886764531191,307.2782314871158,324.4976772185442
27006,6.0,301.32043373819454,309.6062862646047,326.81483035031016
27007,5.9,302.0976946979698,310.38194191424304,327.5862409829024
27008,5.8,302.8749570594645,311.1574127291049,328.3571593043028
27009,6.3,298.9886764531191,307.2782314871158,324.4976772185442
27010,6.5,297.43420874542966,305.72530960078456,322.95048956057485
27011,7.3,291.216908038221,299.5069057540955,316.7428382880265
27012,7.6,288.8857674130756,297.172385084022,314.40734882643557
27013,7.8,287.331812610762,295.61529008350516,312.84809546128895
27014,7.3,291.216908038221,299.5069057540955,316.7428382880265
27015,7.2,291.99400427382756,300.28477170053725,317.52042406175826
27016,6.9,294.32541925214525,302.61741708878486,319.85040847021793
27017,4.8,310.6473246404617,318.90149024647627,336.03874738011325
27018,4.9,309.87013367202127,318.1279838368315,335.27288230480775
27019,4.2,315.31007763627633,323.5380846419403,340.6229877185919
27020,3.5,320.7487605013386,328.9373674334341,345.9470331718614
27021,4.1,316.08712256484364,324.3100899739316,341.3851794378632
27022,3.5,320.7487605013386,328.9373674334341,345.9470331718614
27023,4.1,316.08712256484364,324.3100899739316,341.3851794378632
27024,3.4,321.52557958155364,329.70776822198644,346.7054381511084
